"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family"
"ANGLG2","ANVIC2","Andropogon virginicus L. var. corymbosus (Chapm. ex Hack.) Fernald & Grisc.","","Poaceae"
"ANGLG2","CIGL2","Cinna glomerata Walter","","Poaceae"
"ANGR2","","Anethum graveolens L.","dill","Apiaceae"
"ANHE3","","Anthephora hermaphrodita (L.) Kuntze","oldfield grass","Poaceae"
"ANHE3","TRHE4","Tripsacum hermaphrodita L.","","Poaceae"
"ANHU","","Anemone hupehensis (hort. ex Lem.) Lem. ex Boynton","Japanese thimbleweed","Ranunculaceae"
"ANHUJ","","Anemone hupehensis (hort. ex Lem.) Lem. ex Boynton var. japonica (Thunb.) Bowles & W. Stern","Japanese thimbleweed","Ranunculaceae"
"ANKA","","Antidesma ×kapuae Rock (pro sp.) [platyphyllum × pulvinatum]","chinalaurel","Euphorbiaceae"
"ANLE4","","Antigonon leptopus Hook. & Arn.","coral vine","Polygonaceae"
"ANLE4","COLE5","Corculum leptopum (Hook. & Arn.) Stuntz","","Polygonaceae"
"ANOD","","Anthoxanthum odoratum L.","sweet vernalgrass","Poaceae"
"ANODO2","","Anthoxanthum odoratum L. ssp. odoratum","sweet vernalgrass","Poaceae"
"ANOEC","","Anoectochilus Blume","anoectochilus","Orchidaceae"
"ANPL2","","Antidesma platyphyllum H. Mann","ha'a","Euphorbiaceae"
"ANPLH2","","Antidesma platyphyllum H. Mann var. hillebrandii Pax & K. Hoffm.","Hillebrand's ha'a","Euphorbiaceae"
"ANPLH2","ANPLS","Antidesma platyphyllum H. Mann var. subamplexicaule Sherff","","Euphorbiaceae"
"ANPLP","","Antidesma platyphyllum H. Mann var. platyphyllum","ha'a","Euphorbiaceae"
"ANPLP","ANPLH","Antidesma platyphyllum H. Mann var. hamakuaense Fosberg","","Euphorbiaceae"
"ANPLP","ANPUC","Antidesma pulvinatum Hillebr. var. contractum O. Deg. & Sherff","","Euphorbiaceae"
"ANPLP","ANPUL","Antidesma pulvinatum Hillebr. var. leiogonum Sherff","","Euphorbiaceae"
"ANPU2","","Antidesma pulvinatum Hillebr.","hame","Euphorbiaceae"
"ANRED","","Anredera Juss.","madieravine","Basellaceae"
"ANSA2","","Anoectochilus sandvicensis Lindl.","Hawai'i jeweled orchid","Orchidaceae"
"ANSA2","ANAP3","Anoectochilus apiculatus L.O. Williams & Fosberg","","Orchidaceae"
"ANTHE","","Anthemis L.","chamomile","Asteraceae"
"ANTHE3","","Anthephora Schreb.","oldfield grass","Poaceae"
"ANTHO","","Anthoxanthum L.","hornwort","Poaceae"
"ANTID","","Antidesma L.","chinalaurel","Euphorbiaceae"
"ANTIG","","Antigonon Endl.","antigonon","Polygonaceae"
"ANVI2","","Andropogon virginicus L.","broomsedge bluestem","Poaceae"
"ANVIV","","Andropogon virginicus L. var. virginicus","broomsedge bluestem","Poaceae"
"ANVIV","ANVIT3","Anatherum virginicum (L.) Spreng. subvar. tetrastachyum (Elliott) Roberty","","Poaceae"
"ANVIV","ANVIT2","Andropogon virginicus L. var. tetrastachyus (Elliott) Hack.","","Poaceae"
"APERA","","Apera Adans.","silkybent","Poaceae"
"APIN","","Apera interrupta (L.) P. Beauv.","dense silkybent","Poaceae"
"APIN","AGIN4","Agrostis interrupta L.","","Poaceae"
"ARACH2","","Arachniodes Blume","hollyfern","Dryopteridaceae"
"ARAD","","Aristida adscensionis L.","sixweeks threeawn","Poaceae"
"ARAD","ARADA","Aristida adscensionis L. var. abortiva Beetle","","Poaceae"
"ARAD","ARADM","Aristida adscensionis L. var. modesta Hack.","","Poaceae"
"ARAD","ARFA4","Aristida fasciculata Torr.","","Poaceae"
"ARAL","","Archontophoenix alexandrae (F. Muell.) H. Wendl. & Drude","Alexandra palm","Arecaceae"
"ARAU3","","Artemisia australis Less.","Oahu wormwood","Asteraceae"
"ARAU3","ARHI6","Artemisia hillebrandii Skottsb.","","Asteraceae"
"ARCA22","","Argyroxiphium caliginis Forbes","eke silversword","Asteraceae"
"ARCHO2","","Archontophoenix H. Wendl. & Drude","archontophoenix","Arecaceae"
"ARCI2","","Arthrostemma ciliatum Pav. ex D. Don","pinkfringe","Melastomataceae"
"ARCI2","ARLA19","Arthrostemma latifolium D. Don","","Melastomataceae"
"ARCR80","","Ardisia crenata Sims","hen's eyes","Myrsinaceae"
"ARCTI","","Arctium L.","burdock","Asteraceae"
"ARDE4","","×Argyrautia degeneri Sherff [Arygroxiphium grayanum × Dubautia laxa]","Degener's argyrautia","Asteraceae"
"ARDIS","","Ardisia Sw.","marlberry","Myrsinaceae"
"ARDO4","","Arundo donax L.","giant reed","Poaceae"
"ARDO4","ARDOV","Arundo donax L. var. versicolor (Mill.) Stokes","","Poaceae"
"ARDO4","ARVE2","Arundo versicolor Mill.","","Poaceae"
"AREL10","","Aristolochia elegans Mast.","elegant dutchman's pipe","Aristolochiaceae"
"AREL10","ARLI5","Aristolochia littoralis auct. non Parodi","","Aristolochiaceae"
"AREL3","","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl","tall oatgrass","Poaceae"
"AREL4","","Ardisia elliptica Thunb.","shoebutton","Myrsinaceae"
"AREL4","ARPO6","Ardisia polycephala auct. non Wall. ex A. DC.","","Myrsinaceae"
"ARELE","","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. elatius","tall oatgrass","Poaceae"
"ARELE","ARELB2","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. biaristatum (Peterm.) Peterm.","","Poaceae"
"ARELE","AVEL","Avena elatior L.","","Poaceae"
"ARENA","","Arenaria L.","sandwort","Caryophyllaceae"
"ARGE2","","Aristea gerrardii Weim.","Gerrard's aristea","Iridaceae"
"ARGEM","","Argemone L.","pricklypoppy","Papaveraceae"
"ARGL10","","Argemone glauca (Nutt. ex Prain) Pope","smooth pricklypoppy","Papaveraceae"
"ARGLD","","Argemone glauca (Nutt. ex Prain) Pope var. decipiens G.B. Ownbey","smooth pricklypoppy","Papaveraceae"
"ARGLG5","","Argemone glauca (Nutt. ex Prain) Pope var. glauca","smooth pricklypoppy","Papaveraceae"
"ARGLG5","ARGLI","Argemone glauca (Nutt. ex Prain) Pope var. inermis O. Deg. & I. Deg.","","Papaveraceae"
"ARGR5","","Argyroxiphium grayanum (Hillebr.) O. Deg.","Hana Forest silversword","Asteraceae"
"ARGR5","WIGR","Wilkesia grayana Hillebr.","","Asteraceae"
"ARGR6","","Arundina graminifolia (D. Don) Hochr.","bamboo orchid","Orchidaceae"
"ARGR6","ARBA3","Arundina bambusifolia (Roxb.) Lindl.","","Orchidaceae"
"ARGYR","","Argyroxiphium DC.","silversword","Asteraceae"
"ARGYR2","","Argyreia Lour.","argyreia","Convolvulaceae"
"ARGYR4","","×Argyrautia Sherff","arhyrautia","Asteraceae"
"ARHE11","","Artabotrys hexapetalus (L. f.) Bhandari","climbing ilang-ilang","Annonaceae"
"ARHI3","","Arthraxon hispidus (Thunb.) Makino","small carpetgrass","Poaceae"
"ARHI3","ARCIC","Arthraxon ciliaris P. Beauv. var. cryptatherus Hack.","","Poaceae"
"ARHI3","ARHIC2","Arthraxon hispidus (Thunb.) Makino var. cryptatherus (Hack.) Honda","","Poaceae"
"ARHI3","PHHI10","Phalaris hispida Thunb.","","Poaceae"
"ARIN22","","Arachniodes insularis W.H. Wagner","Santa Cruz Island hollyfern","Dryopteridaceae"
"ARIN22","ARCA15","Arachniodes carvifolia auct. non (Kunze) Ching","","Dryopteridaceae"
"ARIN22","RUCA6","Rumohra carvifolia auct. non (Kunze) Ching","","Dryopteridaceae"
"ARIST","","Aristida L.","threeawn","Poaceae"
"ARIST2","","Aristolochia L.","dutchman's pipe","Aristolochiaceae"
"ARIST3","","Aristea Aiton","aristea","Iridaceae"
"ARKA","","Argyroxiphium ×kai (Forbes) D.D. Keck [caliginis × grayanum]","silversword","Asteraceae"
"ARKA","ARCAK","Argyroxiphium caliginis Forbes var. kai Forbes","","Asteraceae"
"ARKA2","","Argyroxiphium kauense (Rock & Neal) O. Deg. & I. Deg.","kau silversword","Asteraceae"
"ARKA2","ARSAK","Argyroxiphium sandwicense DC. var. kauense Rock & Neal","","Asteraceae"
"ARKA3","","Artemisia kauaiensis (Skottsb.) Skottsb.","Kauai wormwood","Asteraceae"
"ARKA3","ARHIK","Artemisia hillebrandii Skottsb. var. kauaiensis Skottsb.","","Asteraceae"
"ARLA3","","Arctium lappa L.","greater burdock","Asteraceae"
"ARLA3","LAMA13","Lappa major Gaertn.","","Asteraceae"
"ARMA10","","Artemisia mauiensis (A. Gray) Skottsb.","Maui wormwood","Asteraceae"
"ARMA10","ARMAD","Artemisia mauiensis (A. Gray) Skottsb. var. diffusa Skottsb.","","Asteraceae"
"ARME4","","Argemone mexicana L.","Mexican pricklypoppy","Papaveraceae"
"ARME4","ARLE4","Argemone leiocarpa Greene","","Papaveraceae"
"ARNE4","","Argyreia nervosa (Burm. f.) Bojer","elephant creeper","Convolvulaceae"
"ARNE4","ARSP6","Argyreia speciosa (L. f.) Sweet","","Convolvulaceae"
"ARNE4","CONE3","Convolvulus nervosus Burm. f.","","Convolvulaceae"
"ARNE4","COSP7","Convolvulus speciosus L. f.","","Convolvulaceae"
"ARNE4","RINE2","Rivea nervosa (Burm. f.) Hallier f.","","Convolvulaceae"
"ARRHE","","Arrhenatherum P. Beauv.","oatgrass","Poaceae"
"ARSA5","","Argyroxiphium sandwicense DC.","Hawai'i silversword","Asteraceae"
"ARSAM","","Argyroxiphium sandwicense DC. ssp. macrocephalum (A. Gray) Mérat","Hawai'i silversword","Asteraceae"
"ARSAM","ARMA16","Argyroxiphium macrocephalum A. Gray","","Asteraceae"
"ARSAS","","Argyroxiphium sandwicense DC. ssp. sandwicense","Hawai'i silversword","Asteraceae"
"ARSE2","","Arenaria serpyllifolia L.","thymeleaf sandwort","Caryophyllaceae"
"ARSE2","ARLE3","Arenaria leptoclados (Rchb.) Guss.","","Caryophyllaceae"
"ARSE2","ARSEL","Arenaria serpyllifolia L. ssp. leptoclados (Rchb.) Nyman","","Caryophyllaceae"
"ARSE2","ARSES2","Arenaria serpyllifolia L. ssp. serpyllifolia","","Caryophyllaceae"
"ARSE2","ARSET","Arenaria serpyllifolia L. var. tenuior Mert. & W.D.J. Koch","","Caryophyllaceae"
"ARST6","","Artemisia stelleriana Besser","oldwoman","Asteraceae"
"ARTAB","","Artabotrys R. Br.","tail grape","Annonaceae"
"ARTEM","","Artemisia L.","sagebrush","Asteraceae"
"ARTHR","","Arthraxon P. Beauv.","carpetgrass","Poaceae"
"ARTHR3","","Arthrostemma Pav. ex D. Don","arthrostemma","Melastomataceae"
"ARUND","","Arundina Blume","bamboo orchid","Orchidaceae"
"ARUND4","","Arundo L.","giant reed","Poaceae"
"ARVI8","","Argyroxiphium virescens Hillebr.","greensword","Asteraceae"
"ARVI8","ARFO","Argyroxiphium forbesii H. St. John","","Asteraceae"
"ARVU","","Artemisia vulgaris L.","common wormwood","Asteraceae"
"ARVU","ARSE18","Artemisia selengensis Turcz. ex Besser","","Asteraceae"
"ARVU","ARTIA","Artemisia tilesii Ledeb. var. aleutica (Hultén) S.L. Welsh","","Asteraceae"
"ARVU","ARUN2","Artemisia unalaskensis Rydb.","","Asteraceae"
"ARVU","ARUNA","Artemisia unalaskensis Rydb. var. aleutica Hultén","","Asteraceae"
"ARVU","ARVUC2","Artemisia vulgaris L. var. coarctata Forselles ex Besser","","Asteraceae"
"ARVU","ARVUG","Artemisia vulgaris L. var. glabra Ledeb.","","Asteraceae"
"ARVU","ARVUK","Artemisia vulgaris L. var. kamtschatica Besser","","Asteraceae"
"ARVU","ARVUL","Artemisia vulgaris L. var. latiloba Ledeb.","","Asteraceae"
"ARVU","ARVUS","Artemisia vulgaris L. var. selengensis (Turcz. ex Besser) Maxim.","","Asteraceae"
"ARVU","ARVUV","Artemisia vulgaris L. var. vulgaris","","Asteraceae"
"ASAC4","","Asplenium acuminatum Hook. & Arn.","tapertip spleenwort","Aspleniaceae"
"ASAC4","ASGO2","Asplenium goldmanii Underw.","","Aspleniaceae"
"ASAD","","Asplenium adiantum-nigrum L.","black spleenwort","Aspleniaceae"
"ASAD","ASAN9","Asplenium andrewsii A. Nelson","","Aspleniaceae"
"ASAE2","","Asplenium aethiopicum (N.L. Burm.) Bech.","Egyptian spleenwort","Aspleniaceae"
"ASAE2","ASFU4","Asplenium furcatum auct. non Thunb.","","Aspleniaceae"
"ASAE2","ASPR16","Asplenium praemorsum Sw.","","Aspleniaceae"
"ASAE2","ASRH","Asplenium rhipidoneuron B.L. Rob.","","Aspleniaceae"
"ASAE3","","Asparagus aethiopicus L.","Sprenger's asparagus fern","Liliaceae"
"ASAE3","ASDE12","Asparagus densiflorus auct. non (Kunth) Jessop","","Liliaceae"
"ASAE3","ASSP9","Asparagus sprengeri Regel","","Liliaceae"
"ASAR9","","Astelia argyrocoma A. Heller ex Skottsb.","silverhair pineapplegrass","Liliaceae"
"ASCLE","","Asclepias L.","milkweed","Asclepiadaceae"
"ASCO14","","Asplenium contiguum Kaulf.","forest spleenwort","Aspleniaceae"
"ASCO59","","Asplenium cookii Copeland","Cook's spleenwort","Aspleniaceae"
"ASCOC4","","Asplenium contiguum Kaulf. var. contiguum","forest spleenwort","Aspleniaceae"
"ASCOH","","Asplenium contiguum Kaulf. var. hirtulum C. Chr.","forest spleenwort","Aspleniaceae"
"ASCU","","Asclepias curassavica L.","bloodflower","Asclepiadaceae"
"ASCU6","","Asplenium cuneatum Lam.","wedgeleaf spleenwort","Aspleniaceae"
"ASEX3","","Asplenium excisum C. Presl","pamoho","Aspleniaceae"
"ASFL7","","Asplenium ×flagrum W.H. Wagner & D.D. Palmer [hobdyi × normale]","spleenwort","Aspleniaceae"
"ASGA2","","Asystasia gangetica (L.) T. Anderson","Chinese violet","Acanthaceae"
"ASGA2","ASCO34","Asystasia coromandeliana Nees","","Acanthaceae"
"ASGA2","JUGA","Justicia gangetica L.","","Acanthaceae"
"ASHA14","","Asplenium haleakalense W.H. Wagner","Haleakala spleenwort","Aspleniaceae"
"ASHO4","","Asplenium horridum Kaulf.","lacy spleenwort","Aspleniaceae"
"ASHO8","","Asplenium hobdyi W.H. Wagner","Hobdy's spleenwort","Aspleniaceae"
"ASIN11","","Asplenium insiticium Brack.","royal spleenwort","Aspleniaceae"
"ASIN11","ASSP8","Asplenium sphenotomum Hillebr.","","Aspleniaceae"
"ASKA","","Asplenium kaulfussii Schltdl.","Kaulfuss' spleenwort","Aspleniaceae"
"ASKA","ASEN5","Asplenium enatum Brack.","","Aspleniaceae"
"ASKA","ASGEE","Asplenium gemmiferum Schrad. var. enatum (Brack.) O. Deg. & I. Deg.","","Aspleniaceae"
"ASKA","ASGEF","Asplenium gemmiferum Schrad. var. flexuosum (Schrad.) Sims","","Aspleniaceae"
"ASKA","ASLY2","Asplenium lydgatei Hillebr.","","Aspleniaceae"
"ASKA","ASME3","Asplenium meiotomum Hillebr.","","Aspleniaceae"
"ASKO3","","Asplenium ×kokeense W.H. Wagner [aethiopicum × cookii]","spleenwort","Aspleniaceae"
"ASLO5","","Asplenium lobulatum Mett.","piipiilau manamana","Aspleniaceae"
"ASMA7","","Asplenium macraei Hook. & Grev.","MaCrae's spleenwort","Aspleniaceae"
"ASMA7","ASSP14","Asplenium sphenolobum Zenker","","Aspleniaceae"
"ASMA7","ASSPD","Asplenium sphenolobum Zenker var. diplaziosorum Hieron.","","Aspleniaceae"
"ASME4","","Astelia menziesiana Sm.","pua'akuhinia","Liliaceae"
"ASME4","ASDE8","Astelia degeneri Skottsb.","","Liliaceae"
"ASME4","ASFO3","Astelia forbesii Skottsb.","","Liliaceae"
"ASME4","ASFOF","Astelia forbesii Skottsb. ssp. fallax Skottsb.","","Liliaceae"
"ASME4","ASFON","Astelia forbesii Skottsb. ssp. nivea Skottsb.","","Liliaceae"
"ASME4","ASFOP2","Astelia forbesii Skottsb. ssp. pachysperma Skottsb.","","Liliaceae"
"ASME4","ASMED","Astelia menziesiana Sm. var. depauperata Skottsb.","","Liliaceae"
"ASME4","ASVE8","Astelia veratroides Gaudich.","","Liliaceae"
"ASME4","ASVEM","Astelia veratroides Gaudich. ssp. macrosperma Skottsb.","","Liliaceae"
"ASME4","ASVEG","Astelia veratroides Gaudich. var. gracilis Skottsb.","","Liliaceae"
"ASMO","","Asplenium monanthes L.","singlesorus spleenwort","Aspleniaceae"
"ASNE10","","Asplenium neobrackenridgei W.H. Wagner","Neobrackenridge's spleenwort","Aspleniaceae"
"ASNI","","Asplenium nidus L.","Hawai'I birdnest fern","Aspleniaceae"
"ASNO4","","Asplenium normale D. Don","rainforest spleenwort","Aspleniaceae"
"ASNO4","ASPA22","Asplenium pavonicum Brack.","","Aspleniaceae"
"ASPA17","","Asplenium patens Kaulf.","spreading spleenwort","Aspleniaceae"
"ASPAR","","Asparagus L.","asparagus","Liliaceae"
"ASPH2","","Asclepias physocarpa (E. Mey.) Schltr.","balloonplant","Asclepiadaceae"
"ASPH2","GOPH","Gomphocarpus physocarpus E. Mey.","","Asclepiadaceae"
"ASPLE","","Asplenium L.","spleenwort","Aspleniaceae"
"ASPO4","","Asplenium polyodon G. Forst.","sickle speenwort","Aspleniaceae"
"ASPOK","","Asplenium polyodon G. Forst. var. knudsenii (Hillebr.) Morton","Knudsen's birdnest fern","Aspleniaceae"
"ASPOK","ASKN2","Asplenium knudsenii Hillebr.","","Aspleniaceae"
"ASPON","","Asplenium polyodon G. Forst. var. nitidulum (Skottsb.) Morton","birdnest fern","Aspleniaceae"
"ASPON","ASFA8","Asplenium falcatum auct. non Lam.","","Aspleniaceae"
"ASPON","ASNI5","Asplenium nitidulum Hillebr., non Moore","","Aspleniaceae"
"ASPOS","","Asplenium polyodon G. Forst. var. sectum (Hillebr.) Morton","birdnest fern","Aspleniaceae"
"ASPOS2","","Asplenium polyodon G. Forst. var. subcaudatum (Skottsb.) Morton","birdnest fern","Aspleniaceae"
"ASRH3","","Asplenium rhomboideum Brack.","diamond spleenwort","Aspleniaceae"
"ASRH3","ASFRI","Asplenium fragile C. Presl var. insulare Morton","","Aspleniaceae"
"ASSC8","","Asplenium schizophyllum C. Chr.","fringed spleenwort","Aspleniaceae"
"ASSC8","ASNE9","Asplenium nephelephyllum Copeland","","Aspleniaceae"
"ASSE12","","Asparagus setaceus (Kunth) Jessop","common asparagus fern","Liliaceae"
"ASSE12","ASPL5","Asparagus plumosus Baker","","Liliaceae"
"ASSP19","","Asplenium ×sphenocookii W.H. Wagner [cookii × insiticium]","spleenwort","Aspleniaceae"
"ASTEL","","Astelia Banks & Sol. ex R. Br.","pineapplegrass","Liliaceae"
"ASTR2","","Asplenium trichomanes L.","maidenhair spleenwort","Aspleniaceae"
"ASTRD3","","Asplenium trichomanes L. ssp. densum (Brack.) W.H. Wagner","dense spleenwort","Aspleniaceae"
"ASTRD3","ASDE7","Asplenium densum Brack.","","Aspleniaceae"
"ASTRT","","Asplenium trichomanes L. ssp. trichomanes","maidenhair spleenwort","Aspleniaceae"
"ASUN","","Asplenium unilaterale Lam.","pamohe","Aspleniaceae"
"ASVA4","","Asplenium varians Wall. ex Hook. & Grev.","variable spleenwort","Aspleniaceae"
"ASWA4","","Astelia waialealae Wawra","Kauai pa'iniu","Liliaceae"
"ASWA9","","Asplenium ×waikomoi W.H. Wagner & D.D. Palmer [acuminatum × aethiopicum]","spleenwort","Aspleniaceae"
"ASYST","","Asystasia Blume","asystasia","Acanthaceae"
"ATEA","","Atriplex eardleyae Aellen","small saltbush","Chenopodiaceae"
"ATHYR","","Athyrium Roth","ladyfern","Dryopteridaceae"
"ATLE","","Atriplex lentiformis (Torr.) S. Watson","big saltbush","Chenopodiaceae"
"ATLEL","","Atriplex lentiformis (Torr.) S. Watson ssp. lentiformis","big saltbush","Chenopodiaceae"
"ATMA8","","Atriplex maximowicziana Makino","Maximowicz's saltbush","Chenopodiaceae"
"ATMI","","Athyrium microphyllum (J. Sm.) Alston","akolea","Dryopteridaceae"
"ATMI","ASMU4","Asplenium multisectum Brack.","","Dryopteridaceae"
"ATMI","ASVE7","Asplenium vexans A. Heller","","Dryopteridaceae"
"ATMI","ATBA","Athyrium baldwinii (Hillebr.) C. Chr.","","Dryopteridaceae"
"ATMI","ATPO4","Athyrium poiretianum (Gaudich.) C. Presl","","Dryopteridaceae"
"ATRIP","","Atriplex L.","saltbush","Chenopodiaceae"
"ATSE","","Atriplex semibaccata R. Br.","Australian saltbush","Chenopodiaceae"
"ATSU80","","Atriplex suberecta I. Verd.","peregrine saltbush","Chenopodiaceae"
"AVBA","","Avena barbata Pott ex Link","slender oat","Poaceae"
"AVBA","AVHI","Avena hirsuta Moench","","Poaceae"
"AVENA","","Avena L.","oat","Poaceae"
"AVFA","","Avena fatua L.","wild oat","Poaceae"
"AVFA","AVFAG","Avena fatua L. var. glabrata Peterm.","","Poaceae"
"AVFA","AVFAV","Avena fatua L. var. vilis (Wallr.) Hausskn.","","Poaceae"
"AVSA","","Avena sativa L.","common oat","Poaceae"
"AVSA","AVBY","Avena byzantina K. Koch","","Poaceae"
"AVSA","AVFAS","Avena fatua L. var. sativa (L.) Hausskn.","","Poaceae"
"AVSA","AVSAO","Avena sativa L. var. orientalis (Schreb.) Alef.","","Poaceae"
"AXFI","","Axonopus fissifolius (Raddi) Kuhlm.","common carpetgrass","Poaceae"
"AXFI","AXAF","Axonopus affinis Chase","","Poaceae"
"AXONO","","Axonopus P. Beauv.","carpetgrass","Poaceae"
"AZFI","","Azolla filiculoides Lam.","Pacific mosquitofern","Azollaceae"
"AZOLL","","Azolla Lam.","mosquitofern","Azollaceae"
"BAAL2","","Basella alba L.","Ceylon spinach","Basellaceae"
"BAAL2","BARU","Basella rubra L.","","Basellaceae"
"BACOP","","Bacopa Aubl.","waterhyssop","Scrophulariaceae"
"BACR","","Barleria cristata L.","crested Philippine violet","Acanthaceae"
"BAHY","","Bassia hyssopifolia (Pall.) Kuntz","fivehorn smotherweed","Chenopodiaceae"
"BAHY","ECHY","Echinopsilon hyssopifolius (Pall.) Moq.","","Chenopodiaceae"
"BAHY","KOHY3","Kochia hyssopifolia (Pall.) Schrad.","","Chenopodiaceae"
"BALTI","","Baltimora L.","baltimora","Asteraceae"
"BALU2","","Barleria lupulina Lindl.","hophead Philippine violet","Acanthaceae"
"BAMA5","","Batis maritima L.","turtleweed","Bataceae"
"BAMBU","","Bambusa Schreb.","bamboo","Poaceae"
"BAMO","","Bacopa monnieri (L.) Pennell","herb of grace","Scrophulariaceae"
"BAMO","BRMO5","Bramia monnieri (L.) Drake","","Scrophulariaceae"
"BAMO","LYMO","Lysimachia monnieri L.","","Scrophulariaceae"
"BAMO2","","Bauhinia monandra Kurz","Napoleon's plume","Fabaceae"
"BAMO2","CAMO17","Caspareopsis monandra (Kurz) Britton & Rose","","Fabaceae"
"BARBU2","","Barbula Hedw.","barbula moss","Pottiaceae"
"BARE2","","Baltimora recta L.","beautyhead","Asteraceae"
"BARLE","","Barleria L.","Philippine violet","Acanthaceae"
"BASEL","","Basella L.","basella","Basellaceae"
"BASSI","","Bassia All.","smotherweed","Chenopodiaceae"
"BASSI","KOCHI","Kochia Roth","","Chenopodiaceae"
